Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
NZL;ESP;Inflows of foreign population by nationality;Tsd. Persons;2009;0.031;OECD Migration Database
NZL;ESP;Inflows of foreign population by nationality;Tsd. Persons;2010;0.084;OECD Migration Database
NZL;ESP;Inflows of foreign population by nationality;Tsd. Persons;2011;0.037;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2000;0.038;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2001;0.066;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2002;0.047;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2003;0.059;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2004;0.077;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2005;0.117;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2006;0.098;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2007;0.079;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2008;0.061;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2009;0.066;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2010;0.071;OECD Migration Database
NZL;SWE;Inflows of foreign population by nationality;Tsd. Persons;2011;0.064;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2000;0.098;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2001;0.102;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2002;0.063;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2003;0.059;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2004;0.068;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2005;0.117;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2006;0.093;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2007;0.074;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2008;0.077;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2009;0.076;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2010;0.068;OECD Migration Database
NZL;CHE;Inflows of foreign population by nationality;Tsd. Persons;2011;0.079;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2000;0.044;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2001;0.038;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2002;0.062;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2003;0.038;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2004;0.023;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2005;0.064;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2006;0.027;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2007;0.045;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2008;0.037;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2009;0.045;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.07;OECD Migration Database
NZL;TUR;Inflows of foreign population by nationality;Tsd. Persons;2011;0.045;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2000;5.028;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2001;6.826;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2002;6.45;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2003;8.035;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2004;8.686;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2005;17.075;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2006;12.969;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2007;11.338;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2008;9.484;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2009;7.776;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2010;7.541;OECD Migration Database
NZL;GBR;Inflows of foreign population by nationality;Tsd. Persons;2011;6.332;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2000;0.814;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2001;1.035;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2002;0.99;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2003;1.092;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2004;1.045;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2005;2.082;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2006;1.603;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2007;1.342;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2008;1.183;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2009;1.154;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2010;1.135;OECD Migration Database
NZL;USA;Inflows of foreign population by nationality;Tsd. Persons;2011;1.182;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2000;0.017;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2001;0.024;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2002;0.036;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2003;0.04;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2004;0.032;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2005;0.036;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2006;0.032;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2007;0.054;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2008;0.038;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2009;0.036;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2010;0.038;OECD Migration Database
NOR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2011;0.052;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2000;0.113;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2001;0.149;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2002;0.145;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2003;0.146;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2004;0.182;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2005;0.173;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2006;0.234;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2007;0.262;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2008;0.237;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2009;0.256;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2010;0.23;OECD Migration Database
NOR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2011;0.253;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2000;0.055;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2001;0.043;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2002;0.044;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2003;0.047;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2004;0.073;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2005;0.079;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2006;0.103;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2007;0.116;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2008;0.164;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2009;0.101;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2010;0.164;OECD Migration Database
NOR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2011;0.114;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.067;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.046;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.058;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.049;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.076;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.056;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2006;0.066;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2007;0.096;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2008;0.124;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2009;0.119;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.121;OECD Migration Database
NOR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2011;0.146;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2000;0.149;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2001;0.143;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2002;0.171;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2003;0.199;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2004;0.218;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2005;0.299;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2006;0.325;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2007;0.416;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2008;0.393;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2009;0.448;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.315;OECD Migration Database
NOR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2011;0.443;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2000;0.096;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2001;0.104;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2002;0.121;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2003;0.1;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2004;0.103;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2005;0.114;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2006;0.086;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2007;0.193;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2008;0.42;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2009;0.419;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.638;OECD Migration Database
NOR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2011;0.779;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2000;0.143;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2001;0.132;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2002;0.145;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2003;0.088;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2004;0.143;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2005;0.158;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2006;0.171;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2007;0.268;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2008;0.267;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2009;0.271;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.265;OECD Migration Database
NOR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2011;0.233;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.139;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.14;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.163;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.119;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.145;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.132;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2006;0.141;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2007;0.102;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2008;0.122;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2009;0.136;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.118;OECD Migration Database
NOR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2011;0.109;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2000;0.258;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2001;0.333;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2002;0.494;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2003;0.616;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2004;0.512;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2005;0.589;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2006;0.607;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2007;0.757;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2008;0.837;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2009;0.849;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.955;OECD Migration Database
NOR;CHN;Inflows of foreign population by nationality;Tsd. Persons;2011;1.103;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2000;0.31;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2001;0.149;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2002;0.129;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2003;0.073;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2004;0.079;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2005;0.067;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2006;0.057;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2007;0.075;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2008;0.082;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2009;0.055;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2010;0.067;OECD Migration Database
NOR;HRV;Inflows of foreign population by nationality;Tsd. Persons;2011;0.151;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2000;0.004;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2001;0;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2002;0.002;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2003;0.001;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2004;0.003;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2005;0.001;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2006;0.003;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2007;0.005;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2008;0.005;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2009;0.005;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2010;0.009;OECD Migration Database
NOR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2011;0.008;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2000;0.051;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2001;0.049;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2002;0.067;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2003;0.062;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2004;0.1;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2005;0.098;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2006;0.135;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2007;0.184;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2008;0.185;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2009;0.195;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2010;0.238;OECD Migration Database
NOR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2011;0.252;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2000;1.939;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2001;2.012;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2002;2.082;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2003;1.677;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2004;1.618;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2005;1.527;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2006;1.493;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2007;1.464;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2008;1.345;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2009;1.288;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2010;1.373;OECD Migration Database
NOR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2011;1.59;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2000;0.1;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2001;0.131;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2002;0.151;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2003;0.09;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2004;0.142;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2005;0.202;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2006;0.232;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2007;0.4;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2008;0.535;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2009;0.51;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2010;1.008;OECD Migration Database
NOR;EST;Inflows of foreign population by nationality;Tsd. Persons;2011;1.027;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2000;1.32;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2001;1.231;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2002;1.26;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2003;0.96;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2004;0.616;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2005;0.547;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2006;0.573;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2007;0.726;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2008;0.718;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2009;0.565;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.558;OECD Migration Database
NOR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2011;0.546;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2000;0.341;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2001;0.395;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2002;0.341;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2003;0.289;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2004;0.326;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2005;0.405;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2006;0.495;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2007;0.64;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2008;0.75;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2009;0.664;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.819;OECD Migration Database
NOR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2011;0.865;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2000;0.993;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2001;1.083;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2002;1.241;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2003;1.187;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2004;1.396;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2005;1.735;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2006;2.281;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2007;3.794;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2008;4.325;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2009;2.818;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2010;2.678;OECD Migration Database
NOR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2011;2.315;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2000;0.053;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2001;0.039;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2002;0.047;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2003;0.043;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2004;0.035;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2005;0.05;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2006;0.058;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2007;0.062;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2008;0.118;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2009;0.055;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2010;0.11;OECD Migration Database
NOR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2011;0.258;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2000;0.068;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2001;0.051;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2002;0.054;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2003;0.038;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2004;0.061;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2005;0.073;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2006;0.112;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2007;0.206;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2008;0.255;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2009;0.257;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.397;OECD Migration Database
NOR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2011;0.408;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.497;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.502;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.575;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.354;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.251;OECD Migration Database
NOR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.267;OECD Migration Database
